"transcript_id","is_correlated","is_discordant","gene_id","ccle_transcript_pearson","ccle_gene_pearson","ccle_transcript_spearman","ccle_gene_spearman","tsoi_transcript_pearson","tsoi_transcript_spearman","PRJNA704810_OE_MITF/CON","GSE163646_OE_MITF/CON","PRJEB30337_siCON/siMITF","GSE163646_siCON/siMITF","GSE283655_siCON/siMITF","GSE115845_siCON/siMITF","has_peak_GSE153020_Kenny","has_peak_GSE61965_Laurette","has_peak_GSE77437_Louph","ccle_mean_transcript_expression","tsoi_mean_transcript_expression","ccle_mean_gene_expression","tsoi_mean_gene_expression","ccle_mean_transcript_expression_mitf_high","ccle_mean_gene_expression_mitf_high","tsoi_mean_transcript_expression_mitf_high","tsoi_mean_gene_expression_mitf_high","EBOX_n"
"ENST00000435422",FALSE,TRUE,"SGCD",0.600652583930572,0.625471816307661,0.703802844347107,0.565984063652075,0.728378517482884,0.727136331102947,1.60423761043026,2.69170068357293,0.240854943869798,0.290435089573412,0.323847971878637,0.186192156838292,FALSE,FALSE,FALSE,0.61145307331236,0.365141474614537,3.29409634798911,2.31939077221887,0.931266708452791,4.04003233595185,0.611560506367562,3.15661353357926,1
"ENST00000438446",FALSE,TRUE,"FYCO1",0.689676508270984,0.584314137824656,0.818103101521879,0.667338466462921,0.596713118762275,0.740169423412566,NA,NA,0.254896375705488,0.102958279324654,0.0577880948780637,0.238729759573422,FALSE,FALSE,FALSE,1.29710659214451,0.739336081387665,3.82192678918252,3.11485909378403,2.3142456848135,4.46189715257835,1.36341031881183,3.56831466716459,3
"ENST00000445189",FALSE,TRUE,"MED15",0.719689357732095,0.482468047355167,0.803978804319507,0.52442235639456,0.760610907621847,0.85510858094584,1.9793220529639,0.052638655392204,0.596744870797383,0.112067791849956,0.0789705438507146,0.310574540750678,FALSE,TRUE,TRUE,1.71889619734293,1.04585565886231,6.15644617156643,6.21297375838179,2.90635213664821,6.51801801311258,2.03358224940285,6.7389716257938,6
"ENST00000450877",FALSE,TRUE,"IMMP2L",0.61490480184958,0.451539804695384,0.501057045177273,0.345771759137907,0.689653284663892,0.708078170191416,1.09150363441431,0.904541439441746,0.126194305791017,1.13921471569998,1.46001451621908,2.5128259825786,TRUE,TRUE,TRUE,2.74754052767792,2.54637067970927,4.67461757688695,3.87051760364164,3.50487510297206,4.93251566181395,3.7774433501986,4.72800070071438,2
"ENST00000453153",FALSE,TRUE,"FASTKD1",0.6593576354352,0.555937061786585,0.685049012970862,0.568545508771099,0.629867764858901,0.639528922463001,3.20944722161849,0.442909040577579,0.959046837081195,0.93506403479384,0.853075748360974,1.01031840171901,FALSE,FALSE,FALSE,2.48964251272866,1.39368173981203,4.11050104855087,3.89255931170922,2.87970970536291,4.43783407129925,1.66744134444909,4.15066847446499,1
"ENST00000464962",FALSE,TRUE,"QARS1",0.575106526423753,0.310623561221354,0.599141659295001,0.289388131822455,0.536165558105469,0.541017150142069,0.580536999413644,0.625466200340353,0.737679380193494,0.754329119308831,0.673189521939126,0.54162963615166,FALSE,FALSE,FALSE,3.06087051704561,1.57837619522859,7.0718120203465,7.22807007943169,3.58966351869951,7.15782673783661,2.0593720425254,7.23685271878745,2
"ENST00000473940",FALSE,TRUE,"CREM",0.648920621887901,0.462579492872901,0.698708901505926,0.496172390960063,0.533431067554965,0.527107942370361,4.07527071197933,0.72240420630152,2.26478860836408,0.56797397075901,0.536560433700399,3.31514758241152,FALSE,FALSE,FALSE,2.52549047328503,1.43797551548115,5.28132512723734,4.82293799772837,3.09669091796491,5.58702458649565,2.01275151245214,5.47611374086646,4
"ENST00000474473",FALSE,TRUE,"IFI16",0.531000932885626,0.166984687825326,0.485349800940636,0.201501942732529,0.600762362536669,0.502081950543719,1.89855588799498,0.41085519996083,0.478419153531223,0.380517058925775,0.247816297002575,0.261018211264256,FALSE,FALSE,FALSE,3.89732139168422,3.23380419876119,7.46739148275968,6.95648928388411,4.86646043975506,7.63639362812685,4.45741797915487,7.18484088108193,4
"ENST00000488181",FALSE,TRUE,"C10orf90",0.637804529078903,0.59115772817796,0.526809821152943,0.416508783937084,0.663470052044516,0.626589445204941,1.18569007304144,1.07973541528706,0.744535268381176,0.773066997973538,0.737143917630302,0.806182101290609,TRUE,TRUE,TRUE,2.99483287388589,2.93414299342643,3.66023980553099,3.81620385022654,3.76827270790814,4.4174715061545,3.99970845954494,4.90273764828558,1
"ENST00000508384",FALSE,TRUE,"PEX10",0.666041931922401,0.424748815101777,0.688743143575159,0.45390943362842,0.639335649943527,0.628346667156438,1.45904934768583,1.39593195116293,0.51818557079301,0.415428541145746,0.416230811094687,0.399601400834115,TRUE,FALSE,FALSE,1.43792119279129,1.15229292886426,3.99898940001815,3.9980736620514,2.14509514553975,4.22211949393901,1.87647966080601,4.12582880287824,3
"ENST00000511792",FALSE,TRUE,"DAB2",0.585115548358396,0.452980538670759,0.738068087800026,0.540066338199126,0.51441318060935,0.767255779834738,5.08305359390961,1.32545997829194,0.332910122821749,0.100682423434779,0.154663860181724,0.464353518106789,FALSE,TRUE,TRUE,1.23413481060851,0.57958526785042,4.94468653223197,4.55206236839188,2.07553333329624,5.52994698749267,1.15917053570084,5.19820729886748,5
"ENST00000518738",FALSE,TRUE,"ATP6V1C1",0.653683272335276,0.542205632662916,0.718640512641743,0.62114356039824,0.653726451002553,0.622729060500716,2.10694813435342,0.238461368947734,1.04171072369707,0.541330148157762,0.547574185870199,0.631890254552946,FALSE,FALSE,FALSE,4.83851922015364,3.76859999035542,5.85844727492341,5.80148631772045,5.33602168353214,6.26218632221703,4.17486257909151,6.25072856156592,3
